name,path,plugin_id,status
ab-test-setup,${HOME}/.codex/skills/ab-test-setup/SKILL.md,,Retained by approved policy; discovery visibility varies
vercel:env-vars,${HOME}/.codex/plugins/cache/openai-curated-remote/vercel/0.21.4/skills/env-vars/SKILL.md,vercel@openai-curated-remote,Retained by approved policy; discovery visibility varies
vercel:investigation-mode,${HOME}/.codex/plugins/cache/openai-curated-remote/vercel/0.21.4/skills/investigation-mode/SKILL.md,vercel@openai-curated-remote,Retained by approved policy; discovery visibility varies
vercel:knowledge-update,${HOME}/.codex/plugins/cache/openai-curated-remote/vercel/0.21.4/skills/knowledge-update/SKILL.md,vercel@openai-curated-remote,Retained by approved policy; discovery visibility varies
vercel:marketplace,${HOME}/.codex/plugins/cache/openai-curated-remote/vercel/0.21.4/skills/marketplace/SKILL.md,vercel@openai-curated-remote,Retained by approved policy; discovery visibility varies
vercel:next-cache-components,${HOME}/.codex/plugins/cache/openai-curated-remote/vercel/0.21.4/skills/next-cache-components/SKILL.md,vercel@openai-curated-remote,Retained by approved policy; discovery visibility varies
vercel:next-upgrade,${HOME}/.codex/plugins/cache/openai-curated-remote/vercel/0.21.4/skills/next-upgrade/SKILL.md,vercel@openai-curated-remote,Retained by approved policy; discovery visibility varies
vercel:nextjs,${HOME}/.codex/plugins/cache/openai-curated-remote/vercel/0.21.4/skills/nextjs/SKILL.md,vercel@openai-curated-remote,Retained by approved policy; discovery visibility varies
vercel:observability,${HOME}/.codex/plugins/cache/openai-curated-remote/vercel/0.21.4/skills/observability/SKILL.md,vercel@openai-curated-remote,Retained by approved policy; discovery visibility varies
vercel:payments,${HOME}/.codex/plugins/cache/openai-curated-remote/vercel/0.21.4/skills/payments/SKILL.md,vercel@openai-curated-remote,Retained by approved policy; discovery visibility varies
vercel:react-best-practices,${HOME}/.codex/plugins/cache/openai-curated-remote/vercel/0.21.4/skills/react-best-practices/SKILL.md,vercel@openai-curated-remote,Retained by approved policy; discovery visibility varies
vercel:routing-middleware,${HOME}/.codex/plugins/cache/openai-curated-remote/vercel/0.21.4/skills/routing-middleware/SKILL.md,vercel@openai-curated-remote,Retained by approved policy; discovery visibility varies
vercel:runtime-cache,${HOME}/.codex/plugins/cache/openai-curated-remote/vercel/0.21.4/skills/runtime-cache/SKILL.md,vercel@openai-curated-remote,Retained by approved policy; discovery visibility varies
vercel:shadcn,${HOME}/.codex/plugins/cache/openai-curated-remote/vercel/0.21.4/skills/shadcn/SKILL.md,vercel@openai-curated-remote,Retained by approved policy; discovery visibility varies
vercel:vercel-api,${HOME}/.codex/plugins/cache/openai-curated-remote/vercel/0.21.4/skills/vercel-api/SKILL.md,vercel@openai-curated-remote,Retained by approved policy; discovery visibility varies
vercel:vercel-cli,${HOME}/.codex/plugins/cache/openai-curated-remote/vercel/0.21.4/skills/vercel-cli/SKILL.md,vercel@openai-curated-remote,Retained by approved policy; discovery visibility varies
vercel:vercel-firewall,${HOME}/.codex/plugins/cache/openai-curated-remote/vercel/0.21.4/skills/vercel-firewall/SKILL.md,vercel@openai-curated-remote,Retained by approved policy; discovery visibility varies
vercel:vercel-functions,${HOME}/.codex/plugins/cache/openai-curated-remote/vercel/0.21.4/skills/vercel-functions/SKILL.md,vercel@openai-curated-remote,Retained by approved policy; discovery visibility varies
vercel:vercel-storage,${HOME}/.codex/plugins/cache/openai-curated-remote/vercel/0.21.4/skills/vercel-storage/SKILL.md,vercel@openai-curated-remote,Retained by approved policy; discovery visibility varies
vercel:verification,${HOME}/.codex/plugins/cache/openai-curated-remote/vercel/0.21.4/skills/verification/SKILL.md,vercel@openai-curated-remote,Retained by approved policy; discovery visibility varies
verification-before-completion,${HOME}/.codex/skills/verification-before-completion/SKILL.md,,Retained by approved policy; discovery visibility varies
vetting-third-party-components,${HOME}/.codex/source/ide-config-internal/skills/vetting-third-party-components/SKILL.md,,Retained by approved policy; discovery visibility varies
visual-and-code-quality-gate,${HOME}/.codex/source/ide-config-internal/skills/visual-and-code-quality-gate/SKILL.md,,Retained by approved policy; discovery visibility varies
visual-design-studio:design-project-start,${HOME}/.codex/plugins/cache/visual-design-team/visual-design-studio/0.1.0/skills/design-project-start/SKILL.md,visual-design-studio@visual-design-team,Retained by approved policy; discovery visibility varies
visual-style-bible,${HOME}/.codex/skills/visual-style-bible/SKILL.md,,Retained by approved policy; discovery visibility varies
visualize:visualize,${HOME}/.codex/plugins/cache/openai-bundled/visualize/1.0.37/skills/visualize/SKILL.md,visualize@openai-bundled,Retained by approved policy; discovery visibility varies
web-design-guidelines,${HOME}/.codex/skills/web-design-guidelines/SKILL.md,,Retained by approved policy; discovery visibility varies
web-performance-optimization,${HOME}/.codex/skills/web-performance-optimization/SKILL.md,,Retained by approved policy; discovery visibility varies
webapp-testing,${HOME}/.codex/skills/webapp-testing/SKILL.md,,Retained by approved policy; discovery visibility varies
website-copy-routing,${HOME}/.codex/skills/website-copy-routing/SKILL.md,,Retained by approved policy; discovery visibility varies
workflow-automation,${HOME}/.codex/skills/workflow-automation/SKILL.md,,Retained by approved policy; discovery visibility varies
imagegen,${HOME}/.codex/skills/.system/imagegen/SKILL.md,,Retained by approved policy; discovery visibility varies
openai-docs,${HOME}/.codex/skills/.system/openai-docs/SKILL.md,,Retained by approved policy; discovery visibility varies
plugin-creator,${HOME}/.codex/skills/.system/plugin-creator/SKILL.md,,Retained by approved policy; discovery visibility varies
review-agent,${HOME}/.codex/skills/.system/review-agent/SKILL.md,,Retained by approved policy; discovery visibility varies
skill-creator,${HOME}/.codex/skills/.system/skill-creator/SKILL.md,,Retained by approved policy; discovery visibility varies
skill-installer,${HOME}/.codex/skills/.system/skill-installer/SKILL.md,,Retained by approved policy; discovery visibility varies
